ticker	lastOpen	lastClose	Index	Market Cap	Income	Sales	Book/sh	Cash/sh	Dividend	Dividend %	Employees	Optionable	Shortable	Recom	P/E	Forward P/E	PEG	P/S	P/B	P/C	P/FCF	Quick Ratio	Current Ratio	Debt/Eq	LT Debt/Eq	SMA20	EPS (ttm)	EPS next Y	EPS next Q	EPS this Y	EPS next 5Y	EPS past 5Y	Sales past 5Y	Sales Q/Q	EPS Q/Q	Earnings	SMA50	Insider Own	Insider Trans	Inst Own	ROA	ROE	ROI	Gross Margin	Oper. Margin	Profit Margin	Payout	Shs Outstand	Shs Float	Short Float	Short Ratio	Target Price	52W Range	52W High	52W Low	RSI (14)	Rel Volume	Avg Volume	Perf Week	Perf Month	Perf Quarter	Perf Half Y	Perf Year	Perf YTD	Beta	ATR	Volatility	Prev Close	Price
LEN	76.98	78.39	S&P 500	22.15B	4.37B	29.94B	74.50	5.37	1.50	1.91%	10753	Yes	Yes	2.10	5.35	5.12	0.23	0.74	1.05	14.60	15.37	-	-	0.28	0.22	9.35%	14.64	15.32	4.96	81.30%	23.70%	29.40%	19.90%	-28.90%	-23.50%	Jun 21 BMO	4.46%	1.90%	-0.41%	94.80%	13.20%	20.90%	16.40%	22.80%	19.50%	14.60%	7.70%	289.89M	263.29M	3.94%	3.76	91.65	62.54 - 117.54	-33.31%	25.34%	60.54	0.76	2.76M	11.08%	-3.47%	3.90%	-29.26%	-20.39%	-32.52%	1.48	2.95	3.86% 4.45%	77.70	91.65
ACU	31.35	31.4	-	112.41M	12.40M	181.90M	22.09	1.48	0.56	1.78%	654	No	Yes	1.00	10.00	9.91	1.00	0.62	1.42	21.21	-	2.00	4.90	0.66	0.66	-0.07%	3.14	3.17	0.82	49.60%	10.00%	16.10%	7.90%	-0.50%	-58.80%	Apr 22 BMO	-2.63%	0.20%	0.00%	62.50%	8.60%	16.30%	12.10%	35.30%	8.00%	6.80%	14.30%	3.52M	3.08M	0.27%	0.95	46.50	29.31 - 43.97	-28.60%	7.13%	46.98	0.86	8.72K	-0.85%	-5.71%	-5.56%	-3.84%	-25.24%	-6.82%	0.97	0.88	2.75% 2.86%	31.90	46.50
SPG	98	97.69	S&P 500	32.17B	2.23B	5.17B	9.78	1.56	6.80	6.96%	2400	Yes	Yes	2.20	14.41	16.19	1.68	6.22	9.99	62.47	62.05	-	-	7.83	7.83	-0.44%	6.78	6.03	1.37	90.30%	8.60%	3.10%	-1.20%	4.50%	-4.30%	May 09 AMC	-10.06%	0.10%	1.91%	89.40%	6.60%	68.20%	8.20%	81.00%	46.00%	43.10%	91.50%	328.61M	327.07M	2.17%	3.18	142.80	93.20 - 171.12	-42.91%	4.82%	41.48	0.64	2.23M	2.92%	-12.99%	-23.60%	-39.33%	-21.90%	-38.86%	1.50	3.03	2.61% 2.76%	97.88	142.80
POWRU	9.87	9.86	-	-	-	-	-0.53	-	-	-	-	No	Yes	-	-	-	-	-	-	-	-	-	-	-	-	0.01%	-	-	-	-	-	-	-	-	-	-	-0.28%	-	-	14.84%	-	-	-	-	-	-	-	-	27.60M	0.00%	0.01	-	9.80 - 10.05	-1.89%	0.61%	47.00	0.10	10.89K	-0.10%	-0.15%	-0.80%	-0.14%	-2.28%	-0.60%	-	0.02	0.05% 0.08%	9.87	-
YVR	0.37	0.43	-	7.20M	-12.10M	1.30M	0.41	0.21	-	-	26	Yes	Yes	-	-	-	-	5.54	1.04	2.00	-	2.00	2.00	0.05	0.03	6.24%	-0.85	-	-	-82.60%	-	5.80%	-8.70%	6404.00%	70.10%	-	0.84%	21.60%	0.00%	1.70%	-	-	-147.90%	12.20%	-	-	-	16.00M	15.05M	2.42%	2.58	-	0.33 - 2.68	-84.10%	28.24%	53.57	10.66	141.15K	9.85%	1.40%	-49.91%	-57.82%	-72.87%	-59.43%	0.92	0.05	9.59% 12.34%	0.38	-
YJ	1.02	1.05	-	223.20M	14.80M	272.00M	1.00	0.49	-	-	655	No	Yes	4.00	15.22	-	-	0.82	1.05	2.16	-	1.90	2.00	0.00	0.00	0.38%	0.07	-	-	189.60%	-	27.10%	10.90%	-49.30%	-849.20%	May 31 BMO	0.03%	22.41%	0.00%	20.70%	4.30%	7.00%	-2.90%	29.70%	2.20%	5.40%	0.00%	214.75M	42.29M	0.10%	0.13	3.40	0.50 - 1.70	-38.24%	110.00%	50.21	1.43	304.08K	0.96%	-0.94%	1.94%	71.15%	-37.87%	67.97%	-	0.06	6.17% 5.87%	1.04	3.40
YPF	3.17	3.17	-	2.88B	228.80M	11.27B	18.94	1.28	-	-	22032	Yes	Yes	3.80	5.45	2.07	-	0.26	0.17	2.47	1.97	0.90	1.30	0.91	0.82	-9.94%	0.58	1.53	0.39	100.40%	-6.39%	15.00%	43.30%	65.30%	-43.80%	-	-20.54%	99.50%	0.00%	50.00%	1.20%	3.50%	-0.40%	20.50%	6.40%	2.00%	0.00%	393.01M	193.35M	3.98%	4.06	4.66	2.97 - 5.86	-45.90%	6.55%	32.94	0.57	1.90M	-2.76%	-27.63%	-37.48%	-20.55%	-24.88%	-17.02%	1.82	0.21	5.43% 5.72%	3.12	4.66
STG	5.3	5.32	-	70.49M	67.60M	362.20M	-9.34	9.66	1.36	25.56%	4064	No	Yes	4.00	0.67	-	-	0.19	-	0.55	-	0.60	0.60	-	-	0.75%	7.95	-	-	104.10%	-	15.70%	43.00%	-11.70%	127.60%	May 31 BMO	15.44%	8.60%	0.00%	4.70%	17.30%	-42.70%	-21.90%	84.90%	16.60%	18.70%	0.00%	13.30M	2.32M	0.90%	1.73	-	2.16 - 11.62	-54.24%	146.30%	53.38	0.33	12.09K	4.52%	17.96%	8.22%	-4.64%	-52.92%	7.47%	1.27	0.43	6.12% 7.76%	5.30	-
VBIV	0.86	0.84	-	222.29M	-73.40M	0.50M	0.50	-	-	-	149	Yes	Yes	1.00	-	-	-	444.58	1.68	-	-	3.20	3.30	0.23	0.19	3.85%	-0.29	-0.21	-0.07	-29.20%	-	18.70%	2.90%	-66.70%	-17.20%	-	-12.72%	0.52%	0.00%	50.60%	-34.40%	-48.80%	-39.50%	-	-	-	-	258.26M	204.57M	10.59%	8.48	6.67	0.64 - 3.81	-77.91%	31.40%	47.68	0.32	2.56M	4.09%	-13.08%	-51.91%	-61.57%	-73.94%	-64.03%	1.97	0.09	7.85% 12.18%	0.86	6.67
ITGR	69.55	69.38	-	2.31B	82.90M	1.24B	41.23	0.77	-	-	9000	Yes	Yes	1.80	27.86	14.37	2.79	1.86	1.68	89.82	28.25	1.90	2.90	0.61	0.60	-2.53%	2.49	4.83	1.14	19.90%	10.00%	28.30%	2.60%	7.00%	-47.40%	Jul 28 BMO	-6.60%	1.30%	-0.72%	-	3.50%	6.50%	5.70%	26.90%	9.70%	7.00%	0.00%	33.09M	32.65M	2.50%	4.39	111.33	66.36 - 101.61	-31.72%	4.55%	41.50	0.44	185.72K	-1.81%	-9.74%	-10.48%	-16.00%	-24.71%	-18.94%	1.27	2.22	2.96% 2.93%	69.73	111.33
BSX	37.79	37.84	S&P 500	54.11B	754.00M	12.16B	11.72	0.23	-	-	41000	Yes	Yes	1.80	72.08	18.82	6.32	4.45	3.23	166.49	58.37	0.80	1.20	0.56	0.54	1.79%	0.53	2.01	0.42	946.40%	11.40%	22.20%	7.20%	10.00%	-70.50%	Jul 27 BMO	-3.43%	0.30%	-4.25%	93.00%	2.40%	4.60%	4.50%	68.60%	10.60%	6.20%	0.00%	1.43B	1.43B	1.33%	2.17	49.03	34.98 - 47.49	-20.33%	8.18%	48.18	0.71	8.77M	1.53%	-4.40%	-15.12%	-12.10%	-12.69%	-10.92%	0.84	0.92	2.06% 2.29%	37.85	49.03
SCUA	9.91	9.91	-	284.91M	-	-	7.66	0.00	-	-	-	No	Yes	-	-	-	-	-	1.29	-	-	4.70	4.70	0.00	0.00	-0.07%	-	-	-	-	-	-	-	-	-	-	-0.09%	-	-	72.20%	-	-	-	-	-	-	-	28.75M	23.00M	0.02%	0.11	-	9.80 - 10.30	-3.79%	1.12%	48.92	0.00	47.23K	-0.10%	0.26%	0.61%	-	-	1.12%	-	0.03	0.25% 0.17%	9.91	-
WRAP	2	2.04	-	83.19M	-24.50M	7.80M	0.90	0.74	-	-	68	Yes	Yes	2.30	-	-	-	10.67	2.27	2.77	-	12.60	13.30	0.00	0.00	1.19%	-0.61	-0.39	-0.13	-67.50%	-	-	-	6.70%	8.00%	May 03 AMC	-6.80%	1.60%	1.73%	13.70%	-53.10%	-56.70%	-59.30%	26.40%	-	-	-	40.91M	25.55M	13.63%	4.70	3.63	1.60 - 8.48	-75.94%	27.50%	49.10	0.35	741.02K	9.68%	-9.73%	-24.72%	-49.50%	-70.04%	-48.09%	1.78	0.24	8.05% 13.09%	2.03	3.63
NBTX	3.53	3.52	-	122.45M	-	2.65M	1.19	-	-	-	100	No	Yes	1.50	-	-	-	46.26	2.96	-	-	-	-	-	-	-15.22%	-1.62	-2.77	-	-	-	-	-	51.40%	-	May 18 AMC	-32.79%	-	-	10.10%	-	-	-	-	-	-	-	34.81M	27.68M	0.00%	1.01	19.51	3.27 - 15.27	-76.96%	7.58%	35.58	0.11	1.05K	-13.77%	-28.28%	-48.48%	-56.03%	-77.52%	-56.57%	-	0.31	5.30% 3.63%	3.52	19.51
VAPO	2.43	2.49	-	65.61M	-72.30M	102.60M	2.05	2.77	-	-	510	Yes	Yes	2.20	-	-	-	0.64	1.21	0.90	-	3.70	5.40	1.79	1.79	-11.45%	-2.77	-1.80	-0.75	-6.60%	10.60%	-10.70%	30.30%	-33.10%	-116.00%	May 04 AMC	-24.36%	4.50%	6.82%	78.00%	-42.20%	-97.70%	-50.50%	42.80%	-66.90%	-70.50%	-	26.32M	23.77M	5.91%	3.10	5.50	2.35 - 31.87	-92.19%	5.96%	36.75	0.51	452.39K	-1.58%	-24.32%	-80.74%	-87.19%	-88.74%	-87.98%	-0.18	0.26	7.71% 9.33%	2.47	5.50
BSGM	0.7	0.71	-	29.61M	-31.60M	0.30M	0.26	0.21	-	-	50	Yes	Yes	2.00	-	-	-	98.71	2.73	3.40	-	3.30	4.10	0.00	0.00	-5.69%	-0.91	-0.55	-0.18	49.10%	-	8.70%	-	-	16.00%	-	-20.11%	4.30%	1.90%	11.00%	-186.40%	-234.20%	-269.30%	69.80%	-	-	-	36.00M	34.00M	5.75%	6.00	5.00	0.55 - 4.11	-82.74%	28.94%	43.52	0.51	325.73K	7.80%	-25.33%	-35.52%	-68.75%	-81.53%	-68.19%	1.79	0.13	14.54% 15.82%	0.67	5.00
CHSCL	26.18	26.19	-	-	-	42.63B	-	-	1.88	7.18%	9941	No	Yes	-	-	-	-	-	-	-	-	-	-	-	-	-0.33%	-	-	-	-	-	-	-	24.20%	-	-	-1.74%	-	-	19.02%	-	-	-	-	-	-	-	-	-	-	0.30	-	25.59 - 30.28	-13.49%	2.36%	45.31	0.38	33.33K	-0.55%	-4.75%	-4.82%	-6.88%	-10.45%	-8.03%	-	0.51	1.54% 1.95%	26.20	-
SST	7.62	7.78	-	691.88M	-44.20M	759.60M	7.06	0.47	-	-	375	Yes	Yes	2.30	-	7.04	-	0.91	1.10	16.40	-	0.70	0.70	0.66	0.64	-7.67%	-0.46	1.10	0.16	93.50%	-	-	-	61.10%	-95.00%	May 12 AMC	-22.84%	12.00%	-15.89%	31.60%	-	-	35.10%	24.70%	-	-	-	90.57M	44.16M	3.63%	1.22	18.33	6.57 - 37.10	-79.03%	18.42%	40.36	0.31	1.32M	11.62%	-15.98%	-61.02%	-21.89%	-21.49%	-21.89%	-	0.79	9.27% 10.29%	7.64	18.33
EDN	4.02	4.24	-	211.41M	-183.10M	880.40M	14.96	3.42	-	-	4668	No	Yes	4.20	-	-	-	0.24	0.28	1.24	-	0.40	0.40	0.14	0.00	-8.05%	-4.18	-	-	20.10%	37.90%	1.04%	54.10%	-6.80%	-176.80%	-	-19.35%	52.20%	0.00%	0.30%	-	-	-20.50%	38.90%	-	-	-	43.75M	20.34M	0.04%	0.67	4.28	3.88 - 7.90	-46.33%	9.28%	36.06	1.11	11.13K	-2.75%	-26.00%	-37.28%	-20.90%	0.00%	-20.00%	0.93	0.30	6.38% 6.29%	4.08	4.28
TSQ	8.38	8.47	-	144.92M	25.50M	429.40M	3.08	2.97	-	-	2340	Yes	Yes	1.30	6.38	3.92	0.53	0.34	2.75	2.85	3.93	1.70	1.70	0.00	10.46	-2.60%	1.33	2.16	0.23	126.40%	12.00%	0.90%	-0.20%	12.80%	144.30%	May 10 BMO	-12.44%	16.80%	0.00%	67.40%	3.60%	60.20%	9.90%	30.70%	19.00%	5.90%	0.00%	16.80M	11.39M	0.66%	1.79	22.50	7.94 - 15.33	-44.75%	6.68%	42.62	0.36	42.16K	3.42%	-14.96%	-29.42%	-30.74%	-34.39%	-36.46%	1.72	0.39	3.90% 4.53%	8.45	22.50
CLRO	0.6	0.6	-	14.30M	-8.00M	29.50M	2.16	0.08	-	-	107	No	Yes	-	-	-	-	0.48	0.28	7.95	-	2.10	3.30	0.05	0.03	1.06%	-0.38	-	-	-204.10%	13.00%	-28.30%	-9.80%	7.10%	6.60%	-	0.57%	66.66%	0.00%	5.30%	-12.50%	-15.70%	-12.80%	39.80%	-26.80%	-27.20%	-	23.90M	11.62M	1.14%	2.97	-	0.47 - 3.28	-81.70%	28.94%	52.03	0.18	44.75K	11.13%	7.22%	-29.39%	-53.11%	-76.32%	-53.47%	1.28	0.05	9.78% 8.64%	0.60	-
SAM	306.25	317.41	-	3.77B	-53.00M	1.94B	80.08	1.33	-	-	2543	Yes	Yes	2.50	-	20.55	-	1.94	3.96	238.66	-	0.80	1.50	0.00	0.02	1.56%	-4.31	15.45	5.47	-92.00%	-	-29.70%	17.80%	-21.10%	-103.00%	Jul 21 AMC	-5.85%	0.80%	-7.77%	86.30%	-	-	1.60%	37.10%	-	-	-	12.30M	9.35M	6.89%	3.78	374.38	287.00 - 990.40	-67.95%	10.60%	48.36	0.76	170.14K	4.77%	-4.80%	-17.40%	-36.80%	-67.10%	-37.16%	0.85	14.15	4.77% 4.29%	306.90	374.38
NRDS	9.18	9.18	-	625.80M	-40.10M	418.70M	3.82	-	-	-	675	Yes	Yes	1.60	-	-	-	1.49	2.40	-	-	3.30	3.30	0.00	0.00	-6.73%	-0.61	-0.11	-0.13	-901.90%	-	-	-	127.70%	-198.90%	May 03 AMC	-7.74%	2.30%	5.41%	52.90%	-	-	-17.00%	92.90%	-	-	-	66.90M	25.11M	5.25%	3.59	22.21	7.07 - 34.44	-73.34%	29.84%	45.15	0.33	366.78K	15.76%	-18.54%	-18.47%	-36.95%	-	-40.96%	-	0.74	6.84% 7.79%	9.32	22.21
ESCA	12.96	12.98	-	177.83M	25.60M	326.80M	11.22	0.47	0.60	4.62%	670	Yes	Yes	-	6.99	6.62	0.47	0.54	1.16	27.79	-	1.50	3.60	0.66	0.61	1.82%	1.86	1.96	0.47	-3.50%	15.00%	17.00%	12.80%	22.30%	25.20%	Apr 14 BMO	-0.07%	8.30%	0.13%	29.80%	9.80%	17.40%	12.60%	24.40%	10.30%	7.80%	30.40%	13.51M	8.84M	5.27%	6.95	28.00	11.92 - 24.50	-47.02%	8.89%	52.09	0.18	67.07K	-0.08%	-7.68%	0.93%	-22.74%	-42.89%	-17.80%	1.23	0.51	4.02% 3.66%	13.09	28.00
VRTS	180.6	174.95	-	1.35B	204.60M	1.01B	108.19	44.47	6.00	3.43%	668	No	Yes	3.00	6.80	5.76	0.20	1.33	1.62	3.93	3.44	1.70	1.70	2.75	2.75	-2.35%	25.73	30.39	7.75	159.40%	34.20%	33.20%	24.90%	16.40%	-7.20%	Apr 29 BMO	-3.21%	5.90%	0.06%	91.30%	5.40%	25.30%	7.50%	-	32.40%	20.20%	19.90%	7.55M	7.08M	2.09%	2.42	222.00	161.30 - 338.80	-48.36%	8.46%	45.29	0.86	61.24K	2.30%	-10.13%	-20.89%	-38.88%	-34.25%	-41.11%	1.62	7.41	4.02% 3.82%	180.07	222.00
NTCO	5.52	5.44	-	3.74B	-	40.16B	40.44	-	0.06	1.10%	-	Yes	Yes	2.30	40.00	27.20	4.93	0.09	0.13	-	-	-	-	-	-	-3.78%	0.14	0.20	-0.02	-78.60%	8.11%	-	-	-3.00%	292.00%	-	-16.10%	-	-	3.78%	-	-	-	-	-	-	-	687.89M	435.20M	0.26%	0.69	7.00	4.66 - 23.73	-77.08%	16.61%	41.23	0.52	1.66M	4.41%	-22.73%	-50.18%	-32.59%	-76.11%	-41.32%	-	0.35	5.24% 5.32%	5.50	7.00
CRC	39.69	39.46	-	3.04B	531.00M	1.68B	18.25	4.25	0.68	1.72%	970	Yes	Yes	1.50	6.40	4.34	1.60	1.81	2.16	9.28	7.73	0.60	0.70	0.00	0.41	-4.39%	6.17	9.09	1.59	-81.10%	4.00%	1.80%	4.10%	-57.90%	-97.60%	Aug 04 BMO	-6.03%	0.90%	-90.32%	96.50%	14.70%	41.90%	29.90%	56.90%	10.20%	31.60%	5.20%	78.50M	77.06M	4.44%	3.67	73.00	24.88 - 50.44	-21.76%	58.60%	45.19	0.67	931.79K	2.49%	-17.57%	-9.83%	-8.74%	37.25%	-7.61%	-	2.21	4.19% 5.48%	39.21	73.00
NML	6.06	6.09	-	345.05M	 Fund Inc. Stock Quote	-	-	-	0.25	4.11%	-	No	Yes	-	-	-	-	-	-	-	-	-	-	-	-	-1.52%	-	-	-	-	-	-	-	-	-	-	-5.23%	-	-	54.71%	-	-	-	-	-	-	-	56.66M	-	-	0.12	-	4.43 - 7.34	-17.03%	37.47%	46.62	0.75	180.74K	1.50%	-16.58%	-6.74%	14.69%	25.31%	16.22%	-	0.24	3.85% 3.90%	6.05	-
SWI	11.12	11.09	-	1.80B	-47.50M	721.60M	14.25	4.62	-	-	2199	Yes	Yes	3.00	-	10.33	-	2.50	0.78	2.40	-	2.10	2.10	0.83	0.82	0.47%	-0.30	1.07	0.20	-156.10%	9.10%	28.50%	8.90%	1.70%	79.00%	May 05 BMO	-3.17%	2.70%	0.00%	98.40%	-	-	0.00%	71.50%	-	-	-	159.85M	39.48M	6.24%	3.81	15.86	9.97 - 21.31	-47.95%	11.23%	49.27	0.72	645.38K	8.20%	-10.13%	-15.67%	-19.64%	-33.95%	-21.85%	0.92	0.53	4.59% 4.64%	11.24	15.86
PING	19.96	20.32	-	1.72B	-68.70M	315.20M	8.72	2.51	-	-	1247	Yes	Yes	1.90	-	-	-	5.47	2.33	8.08	167.33	3.40	3.40	0.40	0.40	9.99%	-0.83	-0.03	-0.11	-429.20%	-6.37%	-	-	22.90%	-23.40%	Aug 03 AMC	0.77%	2.00%	-13.15%	92.80%	-6.40%	-9.30%	-5.80%	67.40%	-24.50%	-21.80%	-	83.82M	70.74M	11.34%	7.82	30.27	15.85 - 30.40	-33.16%	28.20%	58.25	0.98	1.03M	12.02%	-1.22%	-24.01%	-3.33%	-14.87%	-11.19%	-	0.98	5.44% 4.95%	20.21	30.27
SHIP	0.72	0.71	-	124.60M	46.30M	162.40M	1.34	-	0.10	14.03%	46	No	Yes	2.20	3.11	1.35	-	0.77	0.53	-	-	-	-	0.00	0.96	-19.49%	0.23	0.53	0.03	139.40%	-	14.90%	34.60%	45.60%	279.90%	May 31 BMO	-30.83%	59.60%	0.00%	4.80%	9.90%	20.70%	12.60%	67.40%	38.70%	28.50%	9.10%	172.31M	170.38M	3.37%	1.60	1.72	0.65 - 1.59	-55.07%	10.20%	27.75	0.59	3.58M	-12.48%	-38.00%	-33.36%	-19.53%	-30.02%	-20.75%	0.54	0.06	7.65% 6.96%	0.72	1.72
DTRT	10.07	10.07	-	289.45M	4.90M	-	-0.79	0.01	-	-	-	No	Yes	-	59.62	-	-	-	-	964.85	-	3.90	3.90	0.00	0.00	0.30%	0.17	-	-	-	-	-	-	-	-	-	0.37%	-	-	82.00%	-	-	-	-	-	-	-	28.73M	23.00M	0.03%	0.06	-	9.73 - 12.03	-16.25%	3.50%	60.95	0.00	125.50K	0.25%	0.45%	0.85%	-	-	0.95%	-	0.03	0.04% 0.07%	10.07	-
CGRN	2.4	2.53	-	36.81M	-18.10M	71.70M	0.79	2.15	-	-	122	Yes	Yes	1.70	-	-	-	0.51	3.20	1.18	-	1.80	2.30	4.27	4.26	-10.84%	-1.28	-0.70	-0.28	39.50%	25.00%	34.80%	-4.50%	-0.50%	50.70%	-	-10.35%	2.30%	0.00%	15.80%	-16.70%	-112.30%	-27.40%	7.00%	-25.80%	-25.20%	-	15.24M	14.79M	1.58%	2.22	13.67	2.21 - 6.71	-62.30%	14.48%	44.51	0.82	104.85K	2.43%	-16.50%	-33.68%	-21.43%	-51.53%	-23.80%	2.24	0.25	11.32% 9.64%	2.41	13.67
ADAP	1.86	1.87	-	298.10M	-170.60M	9.30M	1.04	1.91	-	-	494	Yes	Yes	2.70	-	-	-	32.05	1.80	0.98	-	5.40	5.40	0.00	0.00	11.78%	-1.09	-0.83	-0.25	-11.10%	1.00%	-0.10%	-15.40%	800.00%	-31.80%	May 09 BMO	15.29%	0.17%	-6.88%	74.20%	-41.80%	-76.80%	-79.10%	-	-	-	-	156.67M	84.92M	4.83%	7.14	5.67	1.26 - 6.86	-72.74%	48.41%	60.89	0.36	574.81K	10.00%	15.43%	-17.98%	-47.77%	-53.60%	-50.13%	1.84	0.16	8.79% 9.88%	1.84	5.67
CLWT	1.21	1.16	-	9.40M	1.00M	21.40M	3.22	0.65	-	-	68	No	Yes	-	7.25	-	-	0.44	0.36	1.77	-	1.70	1.80	0.03	0.00	-11.26%	0.16	-	-	28.60%	-	33.80%	-1.00%	31.40%	722.50%	May 16 BMO	-16.03%	58.40%	0.00%	5.00%	4.90%	7.20%	6.10%	26.60%	3.70%	4.60%	0.00%	4.32M	3.15M	1.48%	1.81	-	1.10 - 3.68	-68.45%	5.45%	39.32	0.32	25.68K	-6.45%	-28.07%	-20.45%	-34.00%	-53.08%	-43.54%	0.90	0.11	9.37% 9.99%	1.21	-
IPA	4.05	4.18	-	131.71M	-17.10M	19.00M	2.45	1.05	-	-	73	Yes	Yes	2.00	-	-	-	6.93	1.71	3.99	-	5.50	5.70	0.06	0.01	0.00%	-0.89	-	-	-22.70%	-	-50.40%	-	6.70%	-157.20%	-	-12.09%	6.92%	0.00%	7.40%	-27.60%	-32.40%	-10.60%	55.00%	-79.30%	-90.00%	-	19.43M	15.67M	1.48%	11.09	12.00	3.51 - 16.47	-74.62%	19.09%	45.78	0.37	20.90K	10.00%	-18.52%	-25.49%	-31.14%	-25.89%	-22.01%	0.10	0.34	5.08% 7.88%	4.10	12.00
MSCI	432.76	433.95	S&P 500	35.33B	757.60M	2.13B	-10.78	8.34	4.16	0.96%	4361	Yes	Yes	2.40	47.61	33.77	3.40	16.62	-	52.01	55.28	1.10	1.10	-	-	5.22%	9.12	12.85	2.74	23.40%	14.00%	26.30%	12.20%	17.00%	17.80%	Jul 26 BMO	4.19%	2.00%	-0.05%	92.90%	15.10%	-179.30%	22.60%	82.30%	50.30%	35.70%	42.30%	81.59M	78.64M	1.24%	1.73	495.55	376.41 - 679.85	-36.17%	15.29%	56.84	0.55	561.95K	5.29%	-2.77%	-14.35%	-23.35%	-21.60%	-29.17%	1.06	13.97	2.66% 3.03%	435.49	495.55
ALJJ	2.14	2.17	-	89.10M	-20.30M	386.70M	0.01	0.06	-	-	6541	No	Yes	-	-	-	-	0.23	217.00	34.27	-	-	1.50	356.67	345.33	8.45%	-0.48	-	-	94.40%	-	-17.90%	10.40%	-40.20%	-	May 16 AMC	2.51%	0.20%	0.00%	9.30%	-7.30%	-214.30%	5.70%	18.60%	-2.40%	-3.80%	-	42.41M	19.62M	1.03%	2.26	-	0.96 - 2.80	-22.50%	126.04%	61.64	0.95	89.20K	12.44%	3.33%	-15.89%	22.60%	55.00%	19.23%	1.51	0.10	6.00% 4.47%	2.10	-
FVAM	9.91	9.91	-	105.84M	-1.20M	-	7.44	0.09	-	-	-	No	Yes	-	-	-	-	-	1.33	105.84	-	0.80	0.80	0.01	0.00	0.13%	-0.11	-	-	-382.20%	-	-	-	-	-55.80%	-	0.33%	-	-	93.40%	-1.40%	-1.50%	-	-	-	-	-	10.69M	8.62M	0.01%	0.02	-	9.28 - 9.98	-0.70%	6.73%	61.69	0.32	25.87K	0.10%	0.30%	0.71%	0.81%	-5.80%	0.61%	-	0.01	0.12% 0.08%	9.90	-
TWKS	15.51	15.43	-	4.85B	-161.80M	1.15B	2.40	1.08	-	-	11000	Yes	Yes	1.90	-	22.93	-	4.21	6.43	14.29	85.45	3.60	3.60	0.68	0.67	4.73%	-0.55	0.67	0.11	-236.60%	23.90%	-	-	35.00%	-421.10%	May 09 BMO	-4.52%	0.90%	-0.14%	26.20%	-11.00%	-40.40%	0.70%	29.10%	-6.30%	-14.00%	-	306.19M	85.47M	2.04%	2.25	22.20	12.99 - 34.43	-55.18%	18.78%	51.02	0.49	775.95K	9.36%	-7.16%	-23.58%	-36.27%	-	-42.45%	-	0.87	5.62% 5.93%	15.64	22.20
RFL	2.16	2.16	-	42.60M	-132.30M	4.00M	4.97	3.01	-	-	23	Yes	Yes	-	-	-	-	10.65	0.43	0.72	-	3.50	3.50	0.15	0.00	11.48%	-7.02	-	-	-124.80%	-	-	-6.60%	-10.00%	-82.70%	-	11.92%	7.30%	224.08%	37.10%	-101.80%	-125.30%	-22.30%	-	-	-	-	19.76M	13.27M	6.76%	6.70	-	1.60 - 64.89	-96.67%	35.00%	59.41	4.94	133.84K	15.51%	2.86%	-10.74%	-53.85%	-96.27%	-57.65%	1.90	0.20	12.79% 11.24%	2.05	-
ABC	141	142.55	S&P 500	29.49B	1.73B	229.67B	2.63	16.20	1.84	1.29%	38000	Yes	Yes	2.20	17.41	12.43	1.76	0.13	54.20	8.80	11.95	0.60	0.90	11.73	8.44	-0.48%	8.19	11.47	2.57	144.40%	9.87%	3.20%	7.80%	17.40%	23.10%	Aug 03 BMO	-4.63%	0.20%	-93.77%	67.30%	3.00%	655.90%	24.30%	3.50%	1.10%	0.80%	21.70%	209.24M	156.08M	2.38%	2.29	171.92	111.34 - 167.19	-14.74%	28.03%	44.87	0.61	1.62M	0.76%	-4.69%	-9.86%	7.58%	24.56%	7.27%	0.49	3.50	2.28% 2.31%	140.79	171.92
LAND	23.03	23.43	-	785.61M	-9.30M	79.20M	18.37	1.47	0.55	2.33%	69	Yes	Yes	2.40	-	-	-	9.92	1.28	15.90	102.03	-	-	1.14	1.14	2.45%	-0.29	-0.25	-0.07	-46.20%	-0.06%	-53.20%	34.20%	24.40%	3.00%	May 11 AMC	-12.41%	7.47%	0.00%	49.00%	-0.70%	-1.70%	2.40%	87.70%	40.60%	-11.70%	-	34.28M	31.65M	3.00%	2.51	31.71	21.23 - 42.10	-44.35%	10.39%	45.66	0.92	377.36K	5.73%	-10.74%	-38.54%	-30.21%	1.78%	-30.60%	0.71	0.99	4.08% 3.87%	22.96	31.71
PEN	132.42	134.9	-	5.04B	-6.50M	782.30M	25.48	6.44	-	-	3800	Yes	Yes	1.70	-	99.41	-	6.44	5.29	20.95	-	3.20	5.30	0.03	0.03	6.24%	-0.17	1.36	-0.03	131.80%	23.10%	-20.60%	23.20%	20.50%	-99.40%	Aug 04 AMC	-4.32%	0.30%	-13.71%	81.70%	-0.60%	-0.80%	0.60%	62.80%	-3.20%	-0.80%	-	37.65M	35.86M	5.10%	5.44	248.50	114.86 - 293.20	-53.99%	17.44%	52.17	0.57	336.07K	8.34%	-4.90%	-36.61%	-48.12%	-50.62%	-53.05%	0.71	5.92	4.86% 4.01%	133.68	248.50
